Dis No,Year,Seq,Disaster Subgroup,Disaster Type,Disaster Subtype,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,Total Affected,Total Damages Adj
2006-0475-CHN,2006,475,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Doushazhen village (Yanjin Xian area, Zhaotong district, Yunnan Sheng province)",,"Slide (land, mud, snow, rock)",5,Richter,28.01,104.15,2006,8,25,2006,8,25,1,45551,0
2006-0678-IDN,2006,678,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Muara Sipongi area (Mandailingnatal district, Sumatera Utara province)",,"Slide (land, mud, snow, rock)",6,Richter,0.63,99.86,2006,12,17,2006,12,17,8,1200,0
2006-0231-IDN,2006,231,Geophysical,Earthquake,Tsunami,Indonesia,IDN,South-Eastern Asia,Asia,"Pela, Batu Junku, Waimarot, Wailawa, Waimoly villages (Bata Bual sub-district,Buru district, Maluku Utara province)",,Tsunami/Tidal wave,7,Richter,-3.6,127.21,2006,3,14,2006,3,14,3,1202,0
2006-0148-BGR,2006,148,Geophysical,Earthquake,Ground movement,Bulgaria,BGR,Eastern Europe,Europe,"Murgovo village (Kardzhali district, Kardzhali province)",,,5,Richter,41.71,25.54,2006,2,20,2006,2,20,0,527,0
2006-0061-CHN,2006,61,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Mojiang area (Pu'er district, Yunnan Sheng province)",,,5,Richter,23.28,101.69,2006,1,12,2006,1,12,0,68761,10017
2006-0397-CHN,2006,397,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Yanjin area (Zhaotong district, Yunnan Sheng province)",,,5,Richter,28.0,104.14,2006,7,22,2006,7,22,22,265106,0
2006-0464-CHN,2006,464,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Xinsi village (Tongwei Xian area, Dingxi district, Gansu Sheng province), Linjian village (Lintan Xian area, Gannan Tibetan district, Gansu Sheng province), Liping village (Hui Xian area, Longnan district, Gansu Sheng province)",,,5,Richter,33.07,104.95,2006,6,20,2006,6,20,0,130,0
2006-0586-CHN,2006,586,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Hubei Sheng province,,,5,Richter,31.56,113.21,2006,10,27,2006,10,27,0,20000,0
2006-0620-CHN,2006,620,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Chifeng district (Nei Mongol Zizhiqu province),,,5,Richter,43.47,119.56,2006,11,3,2006,11,3,0,12000,422
2006-0149-DZA,2006,149,Geophysical,Earthquake,Ground movement,Algeria,DZA,Northern Africa,Africa,"Laalam village (Tamridjet district, Bejaia province)",,,5,Richter,36.62,5.33,2006,3,20,2006,3,20,4,319,0
2006-0279-IDN,2006,279,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Kulonprogo, Sleman, Kota Yogyakarta, Gunungkidul, Bantul districts (Daerah Istimewa Yogyakarta province), Purworejo, Kota Klaten, Magelang, Klaten, Boyolali districts (Jawa Tengah province)",,,6,Richter,-7.96,110.45,2006,5,26,2006,5,26,5778,3177923,4500335
2006-0705-IDN,2006,705,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Bima district (Nusatenggara Barat province),,,6,Richter,-8.26,118.75,2006,12,1,2006,12,1,1,114,0
2006-0372-IDN,2006,372,Geophysical,Earthquake,Tsunami,Indonesia,IDN,South-Eastern Asia,Asia,"Tasikmalaya, Kota Tasikmalaya, Ciamis, Sukabumi, kota Sukabumi, Garut districts (Jawa Barat province), Cilacap, Kebumen, Banyumas districts (Jawa Tengah province), Gunungkidul, Bantul district (Daerah Istimewa Yogyakarta province)",Earthquake,,8,Richter,-9.28,107.42,2006,7,17,2006,7,17,802,35543,79845
2006-0123-IRN,2006,123,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Faryab village (Kahnug district, Kerman province), Baft, Jiroft districts (Kerman province)",,,6,Richter,28.12,56.86,2006,2,28,2006,2,28,0,7006,0
2006-0153-IRN,2006,153,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Aleshtar village (Selseleh district, Lorestan province), Silakhor village (Dorud district, Lorestan province), Borugerd, Khorramabad districts (Lorestan province)",,,6,Richter,33.5,48.78,2006,3,31,2006,3,31,63,161418,61353
2006-0239-IRN,2006,239,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Zarand district (Kerman province),,,5,Richter,30.79,56.7,2006,5,7,2006,5,7,0,70,0
2007-0158-CHL,2007,158,Geophysical,Earthquake,Tsunami,Chile,CHL,South America,Americas,"Puerto Aisen, Puerto Chacabuco towns (Aisen district, Aisen del General Carlos Ibanez del Campo province), Balmacada town (Coyhaique district, Aisen province), Cochrane town (Capitan Prat district, Aisen province)",Sub-marine volcano,Tsunami/Tidal wave,6,Richter,-45.24,-72.65,2007,4,21,2007,4,21,10,0,0
2007-0087-IDN,2007,87,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Tanahdatar, Solok, Kota Solok, Padangpariaman, Kota Padangpanjang, Kota Payakumbuh, Kota Bukitinggi, Agam, Limapuluhkoto, Kota Pariaman districts (Sumatera Barat province)",,,6,Richter,-0.49,100.53,2007,3,6,2007,3,6,67,137660,282291
2005-0575-PAK,2005,575,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,"Bisham Tehsil, Chakisar Tehsil areas (Shangla District district, North-West Frontier province), Palas Sub-Division area (Kohistan District district, North-West Frontier province), Abbottabad District, Mansehra District, Batagram District districts (North-West Frontier province), Gujranwala District, Gujrat District, Rawalpindi District districts (Punjab province), Islamabad District district (Islamabad province),",,,8,Richter,34.54,73.59,2005,10,8,2005,10,8,73338,5128309,7792473
2005-0321-PER,2005,321,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Arequipa district (Arequipa province), Ilo, General Sanchez Cerro, Mariscal Nieto districts (Moquega province), Candarave, Jorge Basadre, Tacna, Tarata districts (Tacna province) ; Punta de Bombon (Islay district, Arequipa province)",,,8,Richter,-19.99,-69.2,2005,6,13,2005,6,13,0,0,75
2005-0558-PER,2005,558,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Moyobamba, Lamas districts (San Martin province)",,,8,Richter,-5.68,-76.4,2005,9,26,2005,9,26,5,2505,0
2005-0328-PNG,2005,328,Geophysical,Earthquake,Ground movement,Papua New Guinea,PNG,Melanesia,Oceania,Lae district (Morobe province),,,6,Richter,-6.32,146.85,2005,6,4,2005,6,4,1,200,0
2005-0329-TUR,2005,329,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Karliova district (Bingol province),,,6,Richter,39.22,41.08,2005,6,6,2005,6,6,0,354,0
2005-0671-TZA,2005,671,Geophysical,Earthquake,Ground movement,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,Kigoma province,,,7,Richter,-6.22,29.83,2005,12,5,2005,12,5,2,5000,0
2005-0671-COD,2005,671,Geophysical,Earthquake,Ground movement,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Kalemie city (Tanganyka district, Katanga province)",,,7,Richter,-6.22,29.83,2005,12,5,2005,12,5,6,1505,0
2006-0704-USA,2006,704,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Hawai province,,"Slide (land, mud, snow, rock)",7,Richter,19.88,-155.94,2006,10,15,2006,10,15,0,3529,217758
2006-0694-KGZ,2006,694,Geophysical,Earthquake,Ground movement,Kyrgyzstan,KGZ,Central Asia,Asia,"Isakeevo, Kochkorka, Semiz-Bel areas (Kochkor district, Naryn province)",,,6,Richter,42.16,76.16,2006,12,26,2006,12,26,0,12050,0
2006-0100-MOZ,2006,100,Geophysical,Earthquake,Ground movement,Mozambique,MOZ,Eastern Africa,Africa,"Machaze, Mossurize, Cidade de Chimoio districts (Manica province), Cidade da Beira district (Sofala province)",,,7,Richter,-21.32,33.58,2006,2,22,2006,2,22,4,1476,0
2006-0214-RUS,2006,214,Geophysical,Earthquake,Ground movement,Russian Federation (the),RUS,Eastern Europe,Europe,"Apuka, Khailino and Vyvenka villages, Korf-Tilichiki area (Koryakskiy Okrug province)",,,8,Richter,60.95,167.09,2006,4,20,2006,4,20,0,12040,79845
2006-0699-SLV,2006,699,Geophysical,Earthquake,Ground movement,El Salvador,SLV,Central America,Americas,"San Lorenzo, Atiquizaya, Ahuachapan, Turin, El Refugio districts (Ahuachapan province)",,,4,Richter,14.03,-89.78,2006,12,17,2006,12,17,0,16470,0
2006-0405-TJK,2006,405,Geophysical,Earthquake,Ground movement,Tajikistan,TJK,Central Asia,Asia,"Kumsangir village (Kolhosobadskiy districts, Khatlon province), Panj Jamoat village (Piynjskiy districts, Khatlon province)",,,6,Richter,37.26,68.83,2006,7,29,2006,7,29,3,15427,31938
2006-0688-TWN,2006,688,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,"Pingtung city (Name Unknown district, Taiwan Sheng province)",,,7,Richter,21.8,120.55,2006,12,26,2006,12,26,2,42,0
2007-0101-JPN,2007,101,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Nanao, Wajima districts (Isikawa province), Niigata, Toyama provinces",,Tsunami/Tidal wave,7,Richter,37.34,136.59,2007,3,25,2007,3,25,1,41027,352864
2007-0127-SLB,2007,127,Geophysical,Earthquake,Tsunami,Solomon Islands,SLB,Melanesia,Oceania,Administrative unit not available,Earthquake,"Slide (land, mud, snow, rock)",8,Richter,-8.47,157.04,2007,4,1,2007,4,1,52,2384,0
2007-0572-BRB,2007,572,Geophysical,Earthquake,Ground movement,Barbados,BRB,Caribbean,Americas,Bridgetown (St. Michael Province),,"Slide (land, mud, snow, rock)",7,Richter,14.94,-61.27,2007,11,29,2007,11,29,0,1,0
2007-0440-IDN,2007,440,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Bengkulu, Jambi, Riau, Sumatera Barat provinces",,Tsunami/Tidal wave,8,Richter,-4.44,101.37,2007,9,12,2007,9,12,25,459567,705728
2007-0653-BRA,2007,653,Geophysical,Earthquake,Ground movement,Brazil,BRA,South America,Americas,"Itacarambi, Januaria, Manga, Varzelandia districts (Minas Gerais province)",,,5,Richter,-15.05,-44.23,2007,12,9,2007,12,9,1,286,0
2007-0587-CHL,2007,587,Geophysical,Earthquake,Ground movement,Chile,CHL,South America,Americas,"Tocopilla, Maria Elena, Quillagua town (Topicalla Province, Antofagasta Region), Mejillones (Antofagasta Province, Antofagasta Region)",,,8,Richter,-22.25,-69.89,2007,11,14,2007,11,14,2,25155,141146
2007-0217-CHN,2007,217,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Pu'er district (Yunnan Sheng province),,,6,Richter,23.03,101.05,2007,6,2,2007,6,2,3,329,482718
2007-0433-COL,2007,433,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,"El Charco, El Charco (is.), Mosquera, La Tola districts (Narino department)",,,7,Richter,2.97,-77.96,2007,9,10,2007,9,10,0,175,0
2007-0692-GBR,2007,692,Geophysical,Earthquake,Ground movement,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,"Folkestone town (Kent district, England province)",,,5,Richter,51.08,1.01,2007,4,28,2007,4,28,0,4501,84687
2007-0461-HND,2007,461,Geophysical,Earthquake,Ground movement,Honduras,HND,Central America,Americas,"El Progreso district (Yoro province), Santa Barbara, Las Vegas districts (Santa Barbara province)",,,5,Richter,14.83,-87.12,2007,9,15,2007,9,15,0,1883,0
2007-0485-IDN,2007,485,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Situbondo district (Java Timur province),,,5,Richter,-7.78,114.34,2007,9,9,2007,9,9,0,469,0
2007-0565-IDN,2007,565,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Sumbawa district (Nusatengarra Barat province),,,7,Richter,-8.29,118.37,2007,11,25,2007,11,25,3,21800,0
2008-0192-CHN,2008,192,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Wenchuan Xian, Aba Xian areas (Ngawa Tibetan and Qiang district, Sichuan Sheng province), Chengdu Shi area (Chengdu district, Sichuan Sheng province), Deyang Shi, Mianzhu areas (Deyang district, Sichuan Sheng province), Beichuan Xian, Mianyang Shi areas (Mianyang district, Sichuan Sheng province), Gansu Sheng, Chongqing Shi, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Henan Sheng, Shaanxi Sheng, Shanxi Sheng, Yunnan Sheng provinces",,"Slide (land, mud, snow, rock)",8,Richter,31.0,103.32,2008,5,12,2008,5,12,87476,45976596,115538194
2008-0649-COL,2008,649,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,"Quetame district (Cundinamarca province), Meta province",,"Slide (land, mud, snow, rock)",6,Richter,4.33,-73.76,2008,5,24,2008,5,24,11,1754,13593
2008-0226-GRC,2008,226,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,"Achaie (Achaias district, Dytiki Ellada province), Elide (Ileias district, Dytiki Ellada province), Leucade Isl. (Lefkados district, Ionioi Nisoi province)",,"Slide (land, mud, snow, rock)",6,Richter,37.96,21.52,2008,6,8,2008,6,8,2,3708,0
2008-0325-CHN,2008,325,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Qingchuan area (Guangyuan district, Sichuan Sheng province)",,,6,Richter,32.76,105.49,2008,8,5,2008,8,5,4,13529,0
2008-0355-CHN,2008,355,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Yingjiang area (Dehong Dai and Jingpo district, Yunnan Sheng province)",,,6,Richter,25.04,97.7,2008,8,21,2008,8,21,6,160,0
2008-0374-CHN,2008,374,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Huili area (Liangshan Yi district, Sichuan Sheng province), Miyi area (Panzhihua district, Sichuan Sheng province), Kunming, Chuxiong Yi, Zhaotong, Lijiang, Dali Bai districts (Yunnan Sheng province)",,,6,Richter,26.24,101.89,2008,8,30,2008,8,30,40,1000589,668762
2008-0455-CHN,2008,455,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Ningzhongxiang village (Dangxiong Xian area, Lhasa district, Xizang Zizhiqu province)",,,6,Richter,29.81,90.35,2008,10,6,2008,10,6,30,754,0
2008-0588-CHN,2008,588,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Yunnan Sheng province,,,5,Richter,23.97,97.57,2008,12,25,2008,12,25,0,27169,0
2008-0650-CHN,2008,650,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Sichuan Sheng province,,,6,Richter,32.56,105.42,2008,5,25,2008,5,25,8,351000,0
2008-0071-IDN,2008,71,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Simeulue district (Nangroe Aceh Darussalam province),,,7,Richter,2.77,95.96,2008,2,20,2008,2,20,3,25,0
2008-0403-IDN,2008,403,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Jarai village (Lahat district, Sumatra Selatan province)",,,5,Richter,-3.94,103.06,2008,9,9,2008,9,9,2,625,0
2008-0536-IDN,2008,536,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Buol district (Sulawesi Tengah province) Gorontalo province,,,7,Richter,1.27,122.09,2008,11,16,2008,11,16,6,10077,0
2009-0002-CRI,2009,2,Geophysical,Earthquake,Ground movement,Costa Rica,CRI,Central America,Americas,"Alajuela, Alfaro Ruiz, Grecia, Poas, Valverde Vega districts (Alajuela province), Barva, Heredia, Santa Barbara, Sarapiqui districts (Heredia province)",,"Slide (land, mud, snow, rock)",6,Richter,10.16,-84.2,2009,1,8,2009,1,8,31,128618,272825
2009-0205-HND,2009,205,Geophysical,Earthquake,Ground movement,Honduras,HND,Central America,Americas,"La Ceiba, Tela districts (Atlantida province), La Lima, Omoa, Puerto Cortes, San Pedro Sula districts (Cortes province), Jesus De Otoro, Guanaja, Roatan, Jose Santos Guardiola districts (Islas De Bahia province), Ceguaca, Chinda, Gualala, Ilama, Las Vegas, Petoa, San Jose De Colimas, Santa Barbara, Trinidad districts (Santa Barbara province), El Progreso, Olanchito districts (Yoro province)",,"Slide (land, mud, snow, rock)",7,Richter,16.73,-86.22,2009,5,28,2009,5,28,7,50136,136412
2009-0156-AFG,2009,156,Geophysical,Earthquake,Ground movement,Afghanistan,AFG,Southern Asia,Asia,"Sherzad, Hesarak, Khogyani districts (Nangarhar province)",,,5,Richter,34.18,70.08,2009,4,16,2009,4,16,22,3309,0
2009-0059-CHN,2009,59,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Chabucha'er Xibo Zizhixian, Zhaosu areas (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)",,,5,Richter,43.24,80.89,2009,1,25,2009,1,25,0,4549,4229
2009-0001-IDN,2009,1,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Manokwari , Sorong districts (Papua Barat province)",,,8,Richter,-0.41,132.88,2009,1,3,2009,1,3,5,4250,13641
2009-0112-IDN,2009,112,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Kepulauan-talaud district (Sulawesi Utara province),,,7,Richter,3.89,126.39,2009,2,11,2009,2,11,0,3049,12277
2007-0258-JPN,2007,258,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Aikawamati, Akadomarimura, Hatanomati, Izumozakimati, Kanaimati, Kariwamura, Kasiwazakisi, Manomati, Nagaokasi, Niigatasi, Odiyasi, Ogimati, Sanzyoosi, Sawatamati, Yosidamati, Zyooetusi districts (Niigata province), Nagano, Toyama provinces",,Tsunami/Tidal wave,7,Richter,37.53,138.45,2007,7,16,2007,7,16,9,14000,17643208
2007-0362-PER,2007,362,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Pisco, Ica, Chincha districts (Ica province), Canete, Lima districts (Lima province) ; Paracas city (Pisco district, Ica province), San Vicente de Canete city (Canete district, Lima province)",,Tsunami/Tidal wave,8,Richter,-13.39,-76.6,2007,8,15,2007,8,15,593,658331,846874
2007-0334-RUS,2007,334,Geophysical,Earthquake,Ground movement,Russian Federation (the),RUS,Eastern Europe,Europe,"Yuzhno-Sakhalinsk, Nevelsk towns (Sakhalinskaya Oblast Province)",,Tsunami/Tidal wave,6,Richter,47.12,141.8,2007,8,2,2007,8,2,2,7512,592812
2007-0287-TJK,2007,287,Geophysical,Earthquake,Ground movement,Tajikistan,TJK,Central Asia,Asia,"Oshoba, Oilmo areas (Ashtskiy district, Sogd province)",,Flood,5,Richter,38.94,70.48,2007,7,21,2007,7,21,11,7003,0
2007-0654-JPN,2007,654,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Mie, Nara, Siga provinces",,,5,Richter,34.81,136.24,2007,4,15,2007,4,15,0,201,0
2007-0572-LCA,2007,572,Geophysical,Earthquake,Ground movement,Saint Lucia,LCA,Caribbean,Americas,"Cap Estate, Gros Islet areas (Region Number 1 province), Castries and Soufriere area (Region Number 6 province), Choc village (Region Number 8 province)",,,7,Richter,14.94,-61.27,2007,11,29,2007,11,29,0,0,0
2007-0572-MTQ,2007,572,Geophysical,Earthquake,Ground movement,Martinique,MTQ,Caribbean,Americas,Fort-De-France province,,,7,Richter,14.94,-61.27,2007,11,29,2007,11,29,1,100,0
2008-0242-JPN,2008,242,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Mizusawasi, Moriokasi districts (Iwate province), Tukidatetyoo, Hurukawasi, Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku districts (Miyagi province), Akita province",,"Slide (land, mud, snow, rock)",7,Richter,39.03,140.88,2008,6,13,2008,6,13,23,448,226999
2008-0275-JPN,2008,275,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Hatinohesi district (Aomori province),,"Slide (land, mud, snow, rock)",7,Richter,39.8,141.46,2008,7,23,2008,7,24,1,470,149520
2008-0500-PAK,2008,500,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,"Khanozai village (Pishin District district, Balochistan province), Kawas village (Ziarat District district, Balochistan province), Harnai area (Sibi District district, Balochistan province)",,"Slide (land, mud, snow, rock)",6,Richter,30.64,67.35,2008,10,28,2008,10,28,166,75320,13593
2008-0178-IRN,2008,178,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Borugerd district (Lorestan province),,,5,Richter,33.86,48.59,2008,5,1,2008,5,1,0,170,0
2008-0401-IRN,2008,401,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Tonban village (Geshm district, Hormozgan province), Roudan village (Rudan district, Hormozgan province)",,,6,Richter,26.74,55.83,2008,9,10,2008,9,10,6,20545,0
2008-0001-KGZ,2008,1,Geophysical,Earthquake,Ground movement,Kyrgyzstan,KGZ,Central Asia,Asia,"Kara-suu, Alay, Nookat districts (Osh province)",,,6,Richter,40.29,72.98,2008,1,13,2008,1,13,0,3000,0
2008-0454-KGZ,2008,454,Geophysical,Earthquake,Ground movement,Kyrgyzstan,KGZ,Central Asia,Asia,"Nura village (Alay district, Osh province), Chong-Alay district (Osh province)",,,7,Richter,39.53,73.82,2008,10,5,2008,10,5,74,1197,0
2008-0476-RUS,2008,476,Geophysical,Earthquake,Ground movement,Russian Federation (the),RUS,Eastern Europe,Europe,Chechnya Rep. Province,,,6,Richter,43.37,46.25,2008,10,11,2008,10,11,13,5235,0
2008-0040-RWA,2008,40,Geophysical,Earthquake,Ground movement,Rwanda,RWA,Eastern Africa,Africa,"Cyangugu, Nyamasheke villages (Rusizi district, West/Iburengerazuba province)",,,6,Richter,-2.3,28.9,2008,2,3,2008,2,3,36,643,0
