Dis No,Year,Seq,Disaster Subgroup,Disaster Type,Disaster Subtype,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,Total Affected,Total Damages Adj
2002-0234-SCG,2002,234,Geophysical,Earthquake,Ground movement,Serbia Montenegro,SCG,Southern Europe,Europe,Gnjilane town (Kosovsko-pomoravski Province) (Serbia),,,6,Richter,42.44,21.47,2002,4,24,2002,4,24,1,100,0
2002-0015-TJK,2002,15,Geophysical,Earthquake,Ground movement,Tajikistan,TJK,Central Asia,Asia,"Taghi Akbar, Talkhan Chashma, Passimokhroukho areas (Rogunsky district, Tadzhikistan Territories province)",,,5,Richter,38.67,69.9,2002,1,9,2002,1,9,3,1050,0
2002-0122-TJK,2002,122,Geophysical,Earthquake,Ground movement,Tajikistan,TJK,Central Asia,Asia,Badakhshoni Kuni province,,,6,Richter,36.43,70.44,2002,3,3,2002,3,3,0,500,0
2002-0065-TUR,2002,65,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Bolvadin district (Afyon province),,,7,Richter,38.57,31.27,2002,2,3,2002,2,3,42,252327,154564
2002-0654-TZA,2002,654,Geophysical,Earthquake,Ground movement,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,Bunda district (Mara province),,,6,Richter,-2.91,33.73,2002,5,18,2002,5,18,2,2000,0
2003-0236-AFG,2003,236,Geophysical,Earthquake,Ground movement,Afghanistan,AFG,Southern Asia,Asia,"Yaka Bagh area (Namakab district, Takhar province)",,"Slide (land, mud, snow, rock)",5,Richter,35.89,70.62,2003,4,10,2003,4,10,1,1001,0
2003-0452-BGD,2003,452,Geophysical,Earthquake,Ground movement,Bangladesh,BGD,Southern Asia,Asia,"Chittagong, Cox's Bazar, Rangamati districts (Chittagong province)",,"Slide (land, mud, snow, rock)",6,Richter,22.85,92.31,2003,7,26,2003,7,26,2,2525,0
2003-0050-TUR,2003,50,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Pulumur district (Tunceli province),,,6,Richter,39.5,39.88,2003,1,27,2003,1,27,1,2,0
2004-0436-AFG,2004,436,Geophysical,Earthquake,Ground movement,Afghanistan,AFG,Southern Asia,Asia,Paktya province,,,5,Richter,33.43,69.52,2004,7,18,2004,7,18,2,1040,0
2004-0671-BDI,2004,671,Geophysical,Earthquake,Ground movement,Burundi,BDI,Eastern Africa,Africa,"Ruyaga village (Rugombo district, Cibitoke province)",,,5,Richter,-3.39,29.56,2004,2,24,2004,2,24,3,120,0
2004-0659-BGD,2004,659,Geophysical,Earthquake,Tsunami,Bangladesh,BGD,Southern Asia,Asia,"Barisal, Chittagong, Khulna provinces",,,9,Richter,3.3,95.98,2004,12,26,2004,12,26,2,0,774697
2003-0249-JPN,2003,249,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Iwate, Miyagi, Yamagata, Akita, Aomori provinces",,Fire,7,Richter,38.85,141.57,2003,5,26,2003,5,26,0,2303,370674
2003-0476-JPN,2003,476,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Hokkaidoo province,,Fire,7,Richter,41.77,143.59,2003,9,25,2003,9,25,2,773,895663
2003-0348-CHN,2003,348,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Dayao Xian area (Chuxiong Yi district, Yunnan Sheng province)",,"Slide (land, mud, snow, rock)",6,Richter,25.98,101.29,2003,7,21,2003,7,21,16,1295584,119316
2003-0477-DOM,2003,477,Geophysical,Earthquake,Ground movement,Dominican Republic (the),DOM,Caribbean,Americas,"Puerto Plata district (Puerto Plata province), San Francisco de Macoris district (Duarte province), Santiago district (Santiago province), Nagua district (Maria Trinidad Sanches province)",,"Slide (land, mud, snow, rock)",6,Richter,19.78,-70.67,2003,9,22,2003,9,22,3,2015,0
2003-0400-GRC,2003,400,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,"Lefkados district, Ionioi Nisoi province",,"Slide (land, mud, snow, rock)",6,Richter,39.16,20.6,2003,8,14,2003,8,14,0,50,0
2003-0184-ITA,2003,184,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,Alessandria Province (Piemonte Region),,"Slide (land, mud, snow, rock)",5,Richter,44.79,8.89,2003,4,11,2003,4,11,0,232,893041
2003-0354-JPN,2003,354,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku, Isinomakisi, Hurukawasi, Kasimadaimati, Nangootyoon, Narusetyoo, Yamototyoo, Yoneyamatyoo districts (Miyagi province)",,"Slide (land, mud, snow, rock)",6,Richter,38.43,141.0,2003,7,25,2003,7,25,0,18191,653850
2003-0245-DZA,2003,245,Geophysical,Earthquake,Ground movement,Algeria,DZA,Northern Africa,Africa,"Thenia, Zemmouri, Boumerdes, Dellys, Khemis El Khechna, Bordj Menaiel, Isser districts (Boumerdes province), Reghaia, Rouiba, Bab El Oued, Alger, Casbah, Hamma Anassers districts (Alger province)",,Tsunami/Tidal wave,7,Richter,36.96,3.63,2003,5,21,2003,5,21,2266,210261,7954379
2003-0183-CHN,2003,183,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Huaitoutalazhen village (Delingha Shi area, Haixi Mongol and Tibetan district, Qinghai Sheng province)",,,6,Richter,37.53,96.48,2003,4,17,2003,4,17,0,3300,0
2003-0209-CHN,2003,209,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Bachu Xian, Jiashi Xian areas (Kashgar district, Xinjiang Uygur Zizhiqu province)",,,6,Richter,39.43,77.22,2003,5,4,2003,5,4,1,8003,0
2003-0402-CHN,2003,402,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Lindong village (Balin-Zuo Qi area, Chifeng district, Nei Mongol Zizhiqu province), Tianshanzhen village (Aluke'erqin Qi area, Chifeng district, Nei Mongol Zizhiqu province)",,,5,Richter,43.77,119.64,2003,8,16,2003,8,16,4,455500,265676
2003-0509-CHN,2003,509,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Dayao Xian area (Chuxiong Yi district, Yunnan Sheng province)",,,6,Richter,25.95,101.25,2003,10,16,2003,10,16,3,60056,95453
2003-0519-CHN,2003,519,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Minle Xian, Shandan Xian, Sunan Yugu Zizhixian areas (Zhangye district, Gansu Sheng province)",,,6,Richter,38.38,100.98,2003,10,25,2003,10,25,9,275043,63635
2003-0546-CHN,2003,546,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Min Xian area (Dingxi district, Gansu Sheng province), Lintan Xian, Zhuoni Xian areas (Gannan Tibetan district, Gansu Sheng province),",,,5,Richter,34.71,103.83,2003,11,13,2003,11,13,1,23369,0
2003-0547-CHN,2003,547,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Ludian Xian area (Zhaotong district, Yunnan Sheng province)",,,6,Richter,27.37,103.97,2003,11,14,2003,11,14,4,493065,0
2003-0582-CHN,2003,582,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Zhaosu Xian area (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)",,,6,Richter,42.9,80.52,2003,12,1,2003,12,1,11,6018,3075
2003-0596-CHN,2003,596,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Ludian Xian area (Zhaotong district, Yunnan Sheng province)",,,5,Richter,27.28,103.75,2003,11,26,2003,11,26,0,10004,0
2003-0628-CRI,2003,628,Geophysical,Earthquake,Ground movement,Costa Rica,CRI,Central America,Americas,"Corredores, Golfito districts (Puntarenas province)",,,7,Richter,8.42,-82.82,2003,12,25,2003,12,25,2,135,0
2003-0255-DZA,2003,255,Geophysical,Earthquake,Ground movement,Algeria,DZA,Northern Africa,Africa,Zemmouri district (Boumerdes province),,,6,Richter,36.94,3.58,2003,5,27,2003,5,27,9,200,0
2003-0254-IDN,2003,254,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Morotai island (Halmahera Utara district, Malaku Utara province)",,,7,Richter,2.35,128.85,2003,5,27,2003,5,27,1,247,0
2003-0414-IDN,2003,414,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Wasile area (Halmahera Tengah district, Maluku Utara province)",,,6,Richter,1.14,128.15,2003,8,11,2003,8,11,0,500,0
2003-0322-IRN,2003,322,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Torbat-e jam district (Khorasan province),,,5,Richter,35.48,60.78,2003,7,3,2003,7,3,0,1091,0
2003-0438-IRN,2003,438,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Shahr e Pir, Deberan, Deh No, Darreh Shur, Darya, Zarrin-Dasht, Hajjiabad villages (Darab district, Fars province), Jahrom district (Fars province)",,,6,Richter,28.36,54.17,2003,7,10,2003,7,10,1,17525,34468
2003-0630-IRN,2003,630,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bam district (Kerman province),,,7,Richter,29.0,58.31,2003,12,26,2003,12,26,26796,267628,795438
2003-0649-IRN,2003,649,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Masjed-e soleiman district (Khuzestan province),,,5,Richter,31.95,49.21,2003,12,11,2003,12,11,0,725,0
2003-0259-KAZ,2003,259,Geophysical,Earthquake,Ground movement,Kazakhstan,KAZ,Central Asia,Asia,Zhambyl district (Jambylslkaya province),,,6,Richter,42.95,72.76,2003,5,23,2003,5,23,3,36626,0
2004-0532-JPN,2004,532,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Odiyasi, Nagaokasi, Tookamatisi districts (Niigata province)",,Fire,7,Richter,37.23,138.78,2004,10,23,2004,10,23,40,62183,43383054
2004-0040-IDN,2004,40,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Nabire district (Papua province),,Fire,7,Richter,-3.62,135.54,2004,2,5,2004,2,5,37,14072,1549
2004-0607-IDN,2004,607,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Nabire district (Papua province),,Fire,7,Richter,-3.61,135.4,2004,11,26,2004,11,26,32,12833,85217
2004-0599-CRI,2004,599,Geophysical,Earthquake,Ground movement,Costa Rica,CRI,Central America,Americas,"San Jose, Puntarenas provinces",,"Slide (land, mud, snow, rock)",6,Richter,9.6,-84.17,2004,11,20,2004,11,20,8,280,0
2004-0562-IDN,2004,562,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Alor district (Nusatenggara Timur province),,"Slide (land, mud, snow, rock)",8,Richter,-8.15,124.87,2004,11,11,2004,11,11,33,83381,0
2004-0234-IRN,2004,234,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Nour, Baladeh cities (Nur district, Mazandaran province), Alamout area (Qasr-e shirin district, Ghazvin province), Taleghan area (Savojbolagh district, Tehran province), Chalus, Noshahr districts (Mazandaran province)",,"Slide (land, mud, snow, rock)",6,Richter,36.29,51.61,2004,5,28,2004,5,28,35,498,255650
2004-0659-IDN,2004,659,Geophysical,Earthquake,Tsunami,Indonesia,IDN,South-Eastern Asia,Asia,"Nangroe Aceh Darussalam, Sumatera Utara provinces",,Tsunami/Tidal wave,9,Richter,3.3,95.98,2004,12,26,2004,12,26,165708,532898,6897286
2004-0659-KEN,2004,659,Geophysical,Earthquake,Tsunami,Kenya,KEN,Eastern Africa,Africa,Mombassa district (Coast province),,Tsunami/Tidal wave,9,Richter,3.3,95.98,2004,12,26,2004,12,26,1,0,154939
2004-0126-CHN,2004,126,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Xiwuzhumuqin Qi area (Xilin Gol district, Nei Mongol Zizhiqu province)",,,6,Richter,45.38,118.26,2004,3,24,2004,3,24,0,190100,114655
2004-0406-CHN,2004,406,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Ludian Xian area (Zhaotong district, Yunnan Sheng province)",,,5,Richter,27.27,103.87,2004,8,10,2004,8,10,4,120600,77470
2004-0522-CHN,2004,522,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Baoshan district (Yunnan Sheng province),,,5,Richter,25.07,99.17,2004,10,18,2004,10,18,0,100012,0
2004-0571-CHN,2004,571,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Gansu Sheng province,,,5,Richter,34.68,103.78,2004,9,7,2004,9,7,0,22019,0
2004-0680-CHN,2004,680,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Delingha area (Haixi Mongol and Tibetan district, Qinghai Sheng province)",,,6,Richter,37.51,96.76,2004,5,4,2004,5,4,0,4199,0
2004-0426-COL,2004,426,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,Sotara district (Cauca province),,,5,Richter,2.26,-76.6,2004,8,18,2004,8,18,1,502,0
2004-0575-COL,2004,575,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,"Litoral de San Juan, Litoral de San Juan (is.), Bajo Baudo (is.), Bajo Baudo (pizzaro) districts (Choco province), Cali, Buenaventua, Buenaventura (is.), El Cerrito, Restrepo, Zarzal, Bugalagrande, Calima (darien), Vijes districts (Valle del Cauca province)",,,7,Richter,4.7,-77.51,2004,11,15,2004,11,15,0,8036,0
2004-0669-DEU,2004,669,Geophysical,Earthquake,Ground movement,Germany,DEU,Western Europe,Europe,"Waldkirch, Emmendingen towns (Freiburg district, Baden-Wuerttemberg Province)",,,5,Richter,48.12,8.08,2004,12,5,2004,12,5,0,150,18593
2004-0582-DMA,2004,582,Geophysical,Earthquake,Ground movement,Dominica,DMA,Caribbean,Americas,"St. Andrew, St. John, St. Joseph, St. Peter provinces",,,6,Richter,15.68,-61.71,2004,11,21,2004,11,21,0,100,0
2004-0011-DZA,2004,11,Geophysical,Earthquake,Ground movement,Algeria,DZA,Northern Africa,Africa,"Alger, Boumerdes provinces",,,5,Richter,36.85,3.42,2004,1,10,2004,1,10,0,300,0
2004-0620-DZA,2004,620,Geophysical,Earthquake,Ground movement,Algeria,DZA,Northern Africa,Africa,Boumerdes district (Boumerdes province),,,5,Richter,36.85,3.45,2004,12,1,2004,12,1,0,15,0
2004-0582-GLP,2004,582,Geophysical,Earthquake,Ground movement,Guadeloupe,GLP,Caribbean,Americas,"Basse-Terre, Terre-de-Bas, Saintes Isl.",,,6,Richter,15.68,-61.71,2004,11,21,2004,11,21,1,153,0
2004-0001-IDN,2004,1,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Kota Mataram, Lombok Barat districts (Nusatenggara Barat), Klungkung, Karangasem districts (Bali province)",,,6,Richter,-8.31,115.79,2004,1,1,2004,1,1,1,30040,18593
2004-0088-IDN,2004,88,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Kota Padangpanjang district (Sumatera Barat province),,,5,Richter,-0.47,100.66,2004,2,16,2004,2,16,5,507,0
2004-0659-IND,2004,659,Geophysical,Earthquake,Tsunami,India,IND,Southern Asia,Asia,"Kancheepuram, Villupuram, Nagapattinam, Thoothukudi, Tirunelveli Kattabo, Kanniyakumari, Chennai, Thiruvallur, Cuddalore, Pudukkottai, Ramanathapuram, Sivaganga, Thanjavur districts (Tamil Nadu province), Vishakhapatnam, East Godavari, West Godavari, Krishna, Guntur, Prakasam, Nellore districts (Andhra Pradesh province), Kollam, Alappuzha, Ernakulam districts (Kerala province), Puducherry, Karaikal district (Puducherry province), Andaman and Nicobar province",Earthquake,,9,Richter,3.3,95.98,2004,12,26,2004,12,26,16389,654512,1584721
2004-0659-LKA,2004,659,Geophysical,Earthquake,Tsunami,Sri Lanka,LKA,Southern Asia,Asia,"Jaffna, Kilinochchi, Mullativu, Trincomalee, Batticaloa, Ampara, Hambantota, Matara, Galle, Kalutara, Colombo, Gampaha, Puttalam, Vavuniya districts",,,9,Richter,3.3,95.98,2004,12,26,2004,12,26,35399,1019306,2039778
2005-0129-JPN,2005,129,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Hukuoka province,,"Slide (land, mud, snow, rock)",7,Richter,33.81,130.13,2005,3,20,2005,3,20,1,3535,599421
2005-0211-JPN,2005,211,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Hukuoka, Saga provinces",,"Slide (land, mud, snow, rock)",6,Richter,33.64,130.18,2005,4,19,2005,4,19,0,895,0
2005-0160-IDN,2005,160,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Simeulue, Aceh Singkil districts (Nangroe Aceh Darussalam province) Nias, Nias Selatan districts (Sumatera Utara province)",,Tsunami/Tidal wave,9,Richter,2.08,97.11,2005,3,28,2005,3,28,915,105313,0
2005-0031-IDN,2005,31,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Kota Palu district (Sulawesi Tengah province),,,6,Richter,-1.2,119.93,2005,1,23,2005,1,23,1,684,0
2005-0016-IRN,2005,16,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Agh Ghala area (Gorgan district, Golestan province)",,,5,Richter,37.1,54.57,2005,1,10,2005,1,10,0,110,0
2005-0092-IRN,2005,92,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Rooein Abad, Akbar, Asghar, Dehaafkan, Behabad, Sardkooyeh, Fathabad, Motaharabad, Eslam Abad, Arjomandieh, Baharestan villages (Zarand district, Kerman province)",,,6,Richter,30.75,56.82,2005,2,22,2005,2,22,612,94766,119884
2003-0497-RUS,2003,497,Geophysical,Earthquake,Ground movement,Russian Federation (the),RUS,Eastern Europe,Europe,"Kosh-Agachsky, Ust'-Ulagan, Ongudai, Shebalino towns (Altay Republic Province)",,"Slide (land, mud, snow, rock)",7,Richter,50.04,87.81,2003,9,27,2003,9,27,3,1805,16863
2003-0411-PAN,2003,411,Geophysical,Earthquake,Ground movement,Panama,PAN,Central America,Americas,"Colon district (Colon province), Panama district (Panama province)",,,5,Richter,9.36,-79.94,2003,8,13,2003,8,13,0,340,0
2003-0628-PAN,2003,628,Geophysical,Earthquake,Ground movement,Panama,PAN,Central America,Americas,"Puerto Armuelles municipality (Baru district, Chiriqui province)",,,7,Richter,8.42,-82.82,2003,12,25,2003,12,25,2,1075,0
2003-0197-TUR,2003,197,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Bingol, Celtiksuyu, Sancak, Gokdere, Gozeler villages (Merkez district, Bingol province)",,,6,Richter,39.01,40.46,2003,5,1,2003,5,1,177,290520,214768
2003-0648-TUR,2003,648,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Buldan district (Denizli province),,,5,Richter,38.11,28.89,2003,7,26,2003,7,26,0,240,0
2003-0783-TUR,2003,783,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Seferihisar, Konak districts (Izmir province)",,,6,Richter,38.22,26.96,2003,4,10,2003,4,10,0,170,0
2004-0054-PAK,2004,54,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,"Bisham Tehsil area (Shangla District district, North-West Frontier province), Batagram District, Mansehra District, Kohistan District districts (North-West Frontier province)",,"Slide (land, mud, snow, rock)",6,Richter,34.77,73.22,2004,2,14,2004,2,14,24,13148,0
2004-0670-SVN,2004,670,Geophysical,Earthquake,Ground movement,Slovenia,SVN,Southern Europe,Europe,"Kobarid, Bovec districts (Goriska Province)",,"Slide (land, mud, snow, rock)",5,Richter,46.3,13.64,2004,7,12,2004,7,12,1,605,15494
2004-0147-TJK,2004,147,Geophysical,Earthquake,Ground movement,Tajikistan,TJK,Central Asia,Asia,"Karabuin village (Penjikenskiy district,Sogd province)",,"Slide (land, mud, snow, rock)",4,Richter,39.57,67.48,2004,4,1,2004,4,1,0,180,0
2004-0132-TUR,2004,132,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Askale, Ilica, Cat districts (Erzurum province)",,"Slide (land, mud, snow, rock)",6,Richter,39.85,40.87,2004,3,28,2004,3,28,0,32530,0
2004-0659-MDV,2004,659,Geophysical,Earthquake,Tsunami,Maldives,MDV,Southern Asia,Asia,"Alifu Alifu, Alifu Dhaalu, Baa, Faafu, Gaafu Alifu, Gaafu Dhaalu, Haa Alifu, Haa Dhaalu, Kaafu, Laamu, Lhaviyani, Male', Meemu, Noonu, Raa, Seenu, Shaviyani, Thaa, Vaavu provinces",,Tsunami/Tidal wave,9,Richter,3.3,95.98,2004,12,26,2004,12,26,102,27214,728370
2004-0659-MYS,2004,659,Geophysical,Earthquake,Tsunami,Malaysia,MYS,South-Eastern Asia,Asia,"Barat Daya, Timur Laut district (Pulau Pinang province)",,Tsunami/Tidal wave,9,Richter,3.3,95.98,2004,12,26,2004,12,26,80,5063,774697
2004-0659-THA,2004,659,Geophysical,Earthquake,Tsunami,Thailand,THA,South-Eastern Asia,Asia,"Krabi, Phangnga, Phuket, Ranong, Satun, Trang provinces",,Tsunami/Tidal wave,9,Richter,3.3,95.98,2004,12,26,2004,12,26,8345,67007,1549395
2004-0073-MAR,2004,73,Geophysical,Earthquake,Ground movement,Morocco,MAR,Northern Africa,Africa,"Tamassint village (Imrabten area, Bni Ouriagh sub-district, Al Hoceima district, Taza - Al Hoceima - Taounate province), Ajdir village (Ait Youssef Ouali area, Bni Ouriagh sub-district, Al Hoceima district, Taza - Al Hoceima - Taounate province), Ait Kamra, Bni Abdallah areas (Bni Ouriagh sub-district, Al Hoceima district, Taza - Al Hoceima - Taounate province), Imzouren sub-district (Al Hoceima district, Taza - Al Hoceima - Taounate province)",,,6,Richter,35.14,-4.0,2004,2,24,2004,2,24,628,13465,619758
2004-0659-MMR,2004,659,Geophysical,Earthquake,Tsunami,Myanmar,MMR,South-Eastern Asia,Asia,"Kawthoung, Pyapon, Pathein districts (Ayeyawaddy province), Kawthoung district (Taninthayi province), Sittwe district (Rakhine province)",,,9,Richter,3.3,95.98,2004,12,26,2004,12,26,71,15700,774697
2004-0250-RUS,2004,250,Geophysical,Earthquake,Ground movement,Russian Federation (the),RUS,Eastern Europe,Europe,Tatarsky Bay (Sakhalin Isl.) (Sakhalinskaya Oblast Province),,,5,Richter,47.31,142.12,2004,5,31,2004,5,31,0,138,0
2004-0659-SOM,2004,659,Geophysical,Earthquake,Tsunami,Somalia,SOM,Eastern Africa,Africa,"Hafun village (Iskushuban district, Bari province), Garacad village (Jariiban district, Mudug province), Eyl district (Nugaal province), Marka, Baraawe districts (Shabelle Hoose province)",,,9,Richter,3.3,95.98,2004,12,26,2004,12,26,298,105083,154939
2004-0659-SYC,2004,659,Geophysical,Earthquake,Tsunami,Seychelles,SYC,Eastern Africa,Africa,"Anse Aux Pins, Anse Boileau, Anse Etoile, Anse Royale, Au Cap, Baie Lazare, Beau Vallon, Bel Air, Belombre, Cascade, English River, Glacis, Grande Anse Mahe, La Digue, Les Mamelles, Mont Buxton, Mont Fleuri, Plaisance, Pointe Larue, Port Glaud, Praslin, Roche Caiman, St Louis, Takamaka provinces",Earthquake,,9,Richter,3.3,95.98,2004,12,26,2004,12,26,3,4830,46482
2004-0127-TUR,2004,127,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Askale, Buyukgecit, Kucukgecit, Karabiyik, Kandilli villages (Askale district, Erzurum province)",,,6,Richter,39.93,40.81,2004,3,25,2004,3,25,9,4030,0
2004-0308-TUR,2004,308,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Dogubeyazit district (Agri province),,,5,Richter,39.77,43.98,2004,7,1,2004,7,1,18,356,0
2004-0659-TZA,2004,659,Geophysical,Earthquake,Tsunami,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,Dar-es-salaam,,,9,Richter,3.3,95.98,2004,12,26,2004,12,26,10,0,0
2005-0240-SLV,2005,240,Geophysical,Earthquake,Ground movement,El Salvador,SLV,Central America,Americas,"Apaneca district (Ahuachapan province), Juayua district (Sonsonate province)",,"Slide (land, mud, snow, rock)",5,Richter,13.84,-89.76,2005,5,5,2005,5,5,1,751,0
2005-0070-TUR,2005,70,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Batman city (Merkez district, Batman province), Siirt city (Merkez district, Siirt province), Adana, Van, Hakkari provinces",,,6,Richter,37.62,43.7,2005,1,25,2005,1,25,2,422,0
2005-0126-TUR,2005,126,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Karliova district (Bingol province),,,6,Richter,39.35,40.89,2005,3,14,2005,3,14,0,2268,0
2005-0132-ZAF,2005,132,Geophysical,Earthquake,Ground movement,South Africa,ZAF,Southern Africa,Africa,"Klerksdorp, Stilfontein villages (Dr Kenneth Kaunda District Municipality district, North West province)",,,5,Richter,-26.91,26.79,2005,3,9,2005,3,9,2,58,29971
2005-0575-AFG,2005,575,Geophysical,Earthquake,Ground movement,Afghanistan,AFG,Southern Asia,Asia,Jalalabad district (Nangarhar province),,,8,Richter,34.54,73.59,2005,10,8,2005,10,8,1,0,75
2005-0686-AFG,2005,686,Geophysical,Earthquake,Ground movement,Afghanistan,AFG,Southern Asia,Asia,"Alishang district (Laghman province), Jalalabad district (Nangarhar province), Badakhsan province",,,7,Richter,36.36,71.09,2005,12,13,2005,12,13,5,501,0
2006-0405-AFG,2006,405,Geophysical,Earthquake,Ground movement,Afghanistan,AFG,Southern Asia,Asia,Emamsaheb district (Kunduz province),,,6,Richter,37.26,68.83,2006,7,29,2006,7,29,1,935,0
2005-0575-IND,2005,575,Geophysical,Earthquake,Ground movement,India,IND,Southern Asia,Asia,Administrative unit not available districts (Jammu and Kashmir province),,Fire,8,Richter,34.54,73.59,2005,10,8,2005,10,8,1309,156622,1498553
2005-0321-CHL,2005,321,Geophysical,Earthquake,Ground movement,Chile,CHL,South America,Americas,"Iquique, Alto Hospicio towns (Iquique district, Tarapaca province), Pozo Almonte, Pica, Camina, Huara, Colchane towns (Tamarugal district, Tarapaca province)",,"Slide (land, mud, snow, rock)",8,Richter,-19.99,-69.2,2005,6,13,2005,6,13,11,27645,7493
2005-0651-CHN,2005,651,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Jiujiang district (Jiangxi Sheng province),,,5,Richter,29.67,115.69,2005,11,26,2005,11,26,16,615500,0
2005-0740-CHN,2005,740,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Huize area (Qujing district, Yunnan Sheng province)",,,5,Richter,26.57,103.04,2005,8,5,2005,8,5,0,18509,0
2005-0654-IRN,2005,654,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Ghurzin, Kosheh, Viranagh, Tourian, Tonban, Ramkan, Gharbdan, Karavan, Khaledin, Giahdan villages (Geshm district, Hormozgan province)",,,6,Richter,26.77,55.86,2005,11,27,2005,11,27,13,100,0
2005-0738-IRN,2005,738,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Saravan district (Sistan-o baluchestan province),,,6,Richter,27.1,61.89,2005,3,13,2005,3,13,0,21912,0
